user,item,rating,pos
120,75,1,12
120,6185,1,13
120,3162,1,14
120,3298,1,15
120,6186,1,16
120,4420,1,17
120,4431,1,18
120,5542,1,19
120,51,1,20
120,1983,1,21
120,6187,1,22
120,6188,1,23
120,3366,1,24
120,3166,1,25
120,960,1,26
120,5618,1,27
120,3075,1,28
120,6189,1,29
120,6190,1,30
120,6191,1,31
120,6192,1,32
120,4443,1,33
120,6193,1,34
120,4228,1,35
120,6194,1,36
120,2503,1,37
120,6195,1,38
120,3357,1,39
120,3355,1,40
120,6196,1,41
120,5541,1,42
120,6197,1,43
120,6198,1,44
120,6199,1,45
120,4419,1,46
120,6200,1,47
120,6201,1,48
120,2712,1,49
120,6202,1,50
120,6203,1,51
120,6204,1,52
120,6205,1,53
120,2644,1,54
120,6206,1,55
120,6207,1,56
120,6208,1,57
120,6027,1,58
120,6209,1,59
120,6210,1,60
120,6211,1,61
120,6212,1,62
120,6213,1,63
120,6214,1,64
120,6215,1,65
120,6216,1,66
120,6217,1,67
120,6218,1,68
120,6219,1,69
120,6220,1,70
120,6221,1,71
120,6222,1,72
120,6223,1,73
120,6224,1,74
120,6225,1,75
120,6226,1,76
120,6227,1,77
120,6228,1,78
120,6229,1,79
120,6230,1,80
120,6231,1,81
120,6232,1,82
120,6233,1,83
120,6234,1,84
120,6235,1,85
120,6236,1,86
120,6237,1,87
120,6238,1,88
120,6239,1,89
120,6240,1,90
120,6241,1,91
120,6242,1,92
120,6243,1,93
120,6244,1,94
120,301,1,95
120,6245,1,96
120,6246,1,97
120,6247,1,98
120,6248,1,99
120,2484,1,100
120,6249,1,101
120,6250,1,102
121,6251,1,0
121,6252,1,1
121,6253,1,2
121,1339,1,3
121,6254,1,4
121,6255,1,5
121,6256,1,6
121,6257,1,7
121,6258,1,8
121,6259,1,9
121,4753,1,10
121,6260,1,11
121,1368,1,12
121,5555,1,13
121,6261,1,14
121,6262,1,15
121,2738,1,16
121,6263,1,17
121,4194,1,18
121,6264,1,19
121,6265,1,20
121,6266,1,21
121,6267,1,22
121,6268,1,23
121,2706,1,24
121,6269,1,25
121,2766,1,26
121,6270,1,27
121,6271,1,28
121,6272,1,29
121,6273,1,30
121,6274,1,31
121,6275,1,32
121,6276,1,33
121,6277,1,34
121,6278,1,35
121,6279,1,36
121,6280,1,37
121,6281,1,38
121,1054,1,39
121,2747,1,40
121,6282,1,41
121,2409,1,42
121,6283,1,43
121,6284,1,44
121,1028,1,45
121,6285,1,46
121,6286,1,47
121,2001,1,48
121,3035,1,49
121,6287,1,50
121,3316,1,51
121,3315,1,52
121,6288,1,53
121,6167,1,54
121,6289,1,55
121,282,1,56
121,64,1,57
121,6290,1,58
121,6291,1,59
121,6292,1,60
121,6293,1,61
121,6294,1,62
121,6295,1,63
121,6296,1,64
121,6297,1,65
121,6298,1,66
121,6299,1,67
121,6300,1,68
121,6301,1,69
121,6302,1,70
121,6303,1,71
121,6304,1,72
121,4066,1,73
121,1710,1,74
121,2512,1,75
121,6212,1,76
121,6305,1,77
121,6306,1,78
121,6307,1,79
121,6308,1,80
121,6309,1,81
121,1237,1,82
121,1226,1,83
121,1238,1,84
121,6310,1,85
121,6311,1,86
121,2471,1,87
121,1596,1,88
121,2712,1,89
121,6312,1,90
121,6313,1,91
121,6314,1,92
121,6315,1,93
121,6316,1,94
121,6317,1,95
121,6318,1,96
121,6319,1,97
121,6250,1,98
121,6320,1,99
121,6321,1,100
121,2756,1,101
121,1342,1,102
121,6322,1,103
121,1343,1,104
121,2726,1,105
121,6323,1,106
121,6324,1,107
121,6325,1,108
121,6326,1,109
121,6327,1,110
121,1939,1,111
121,4106,1,112
121,6328,1,113
121,6329,1,114
121,6330,1,115
121,2496,1,116
121,6331,1,117
121,6034,1,118
121,4219,1,119
121,6332,1,120
121,3229,1,121
121,6333,1,122
121,6334,1,123
121,6335,1,124
121,51,1,125
121,6336,1,126
121,6337,1,127
121,82,1,128
121,6338,1,129
121,6339,1,130
121,6340,1,131
121,6341,1,132
121,6342,1,133
121,6343,1,134
121,6344,1,135
121,6345,1,136
121,6346,1,137
121,6347,1,138
121,6348,1,139
121,6200,1,140
121,6349,1,141
121,6350,1,142
121,6351,1,143
121,6352,1,144
121,1396,1,145
121,6353,1,146
121,6354,1,147
121,6355,1,148
121,6356,1,149
121,6357,1,150
121,6358,1,151
121,1874,1,152
121,4,1,153
121,4420,1,154
121,5542,1,155
121,6359,1,156
121,6360,1,157
121,6361,1,158
121,6362,1,159
121,6363,1,160
121,6364,1,161
121,6365,1,162
121,6366,1,163
121,6367,1,164
121,6368,1,165
121,6369,1,166
121,1037,1,167
122,6370,1,0
122,6371,1,1
122,6372,1,2
122,6373,1,3
122,6374,1,4
122,6375,1,5
122,6376,1,6
122,6377,1,7
122,6378,1,8
122,6379,1,9
122,6380,1,10
122,304,1,11
122,369,1,12
122,6381,1,13
122,6382,1,14
122,6383,1,15
122,6384,1,16
122,6385,1,17
122,6386,1,18
122,6387,1,19
123,6388,1,0
123,2781,1,1
123,6389,1,2
123,6390,1,3
123,6073,1,4
123,1396,1,5
123,4,1,6
123,2073,1,7
123,5691,1,8
123,6391,1,9
123,2109,1,10
123,1954,1,11
123,3002,1,12
123,6392,1,13
123,991,1,14
123,6393,1,15
123,1854,1,16
123,4637,1,17
123,802,1,18
123,2705,1,19
123,9,1,20
123,2719,1,21
123,2006,1,22
123,1590,1,23
123,5574,1,24
123,2712,1,25
123,6394,1,26
123,6395,1,27
123,6396,1,28
123,347,1,29
123,353,1,30
123,4102,1,31
123,2,1,32
123,5558,1,33
123,6397,1,34
123,2165,1,35
123,225,1,36
123,6398,1,37
123,298,1,38
123,367,1,39
123,3068,1,40
123,6399,1,41
123,1047,1,42
123,6400,1,43
123,6401,1,44
123,1053,1,45
123,6402,1,46
123,6403,1,47
123,6404,1,48
123,6329,1,49
123,27,1,50
123,6405,1,51
123,2697,1,52
123,2612,1,53
123,30,1,54
123,6406,1,55
123,316,1,56
123,6407,1,57
123,5,1,58
123,1979,1,59
123,5598,1,60
123,6408,1,61
123,2767,1,62
123,5557,1,63
123,6409,1,64
123,301,1,65
123,2474,1,66
123,6410,1,67
123,2156,1,68
123,6411,1,69
123,6412,1,70
123,6413,1,71
123,6414,1,72
123,0,1,73
123,6415,1,74
123,2710,1,75
123,297,1,76
123,6416,1,77
123,6417,1,78
123,26,1,79
123,2611,1,80
123,10,1,81
123,4081,1,82
123,1048,1,83
123,6418,1,84
123,6060,1,85
123,6419,1,86
123,2368,1,87
123,2723,1,88
123,2364,1,89
123,6420,1,90
123,2351,1,91
123,1,1,92
123,6421,1,93
123,6422,1,94
123,6423,1,95
123,2131,1,96
123,6424,1,97
123,6425,1,98
123,6426,1,99
123,6427,1,100
123,6428,1,101
123,6429,1,102
123,2465,1,103
123,6430,1,104
123,6431,1,105
123,6432,1,106
123,1260,1,107
123,6433,1,108
123,6434,1,109
123,2371,1,110
123,1782,1,111
123,6435,1,112
123,6436,1,113
123,6437,1,114
123,4774,1,115
123,1242,1,116
123,1646,1,117
123,1622,1,118
123,1654,1,119
123,1627,1,120
123,3524,1,121
123,6438,1,122
123,3713,1,123
123,2400,1,124
123,6439,1,125
123,3154,1,126
123,5983,1,127
123,4214,1,128
123,6440,1,129
123,6441,1,130
123,6442,1,131
123,6443,1,132
123,1052,1,133
123,32,1,134
123,1941,1,135
123,6444,1,136
123,6445,1,137
123,6446,1,138
123,6447,1,139
123,2717,1,140
123,6448,1,141
123,4625,1,142
123,939,1,143
123,2078,1,144
123,1054,1,145
123,4767,1,146
123,2095,1,147
123,6449,1,148
123,6450,1,149
123,6451,1,150
123,6452,1,151
123,2713,1,152
123,1055,1,153
123,2725,1,154
123,6453,1,155
123,6454,1,156
123,6455,1,157
123,2106,1,158
123,1870,1,159
123,6456,1,160
123,4713,1,161
123,1937,1,162
123,6457,1,163
123,6458,1,164
123,6459,1,165
123,4196,1,166
123,6460,1,167
123,6461,1,168
123,6462,1,169
123,6463,1,170
123,6464,1,171
123,6465,1,172
123,1925,1,173
123,1653,1,174
123,2512,1,175
123,6466,1,176
123,6467,1,177
123,4101,1,178
123,6468,1,179
123,6469,1,180
123,6470,1,181
123,3149,1,182
123,6471,1,183
123,6472,1,184
123,6473,1,185
123,1359,1,186
123,6474,1,187
123,6475,1,188
123,6476,1,189
123,540,1,190
123,6477,1,191
123,1247,1,192
123,6478,1,193
123,6479,1,194
123,6480,1,195
123,6288,1,196
123,6481,1,197
123,2141,1,198
123,6482,1,199
123,4211,1,200
123,6483,1,201
123,6484,1,202
123,6485,1,203
123,6486,1,204
123,6487,1,205
123,6488,1,206
123,6489,1,207
123,2766,1,208
123,540,1,209
123,1342,1,210
123,2714,1,211
123,2704,1,212
123,1345,1,213
123,51,1,214
123,4101,1,215
123,2756,1,216
123,6278,1,217
123,6490,1,218
123,7,1,219
123,6491,1,220
123,4194,1,221
123,2738,1,222
123,6492,1,223
123,1951,1,224
123,6493,1,225
123,4200,1,226
123,6494,1,227
123,1252,1,228
123,6495,1,229
123,1980,1,230
123,543,1,231
123,1047,1,232
123,2609,1,233
123,6496,1,234
123,2708,1,235
123,6497,1,236
123,17,1,237
123,6455,1,238
123,6498,1,239
123,1335,1,240
123,6424,1,241
123,6499,1,242
123,1409,1,243
123,6484,1,244
124,30,1,0
124,6500,1,1
124,6439,1,2
124,6399,1,3
124,4102,1,4
124,6501,1,5
124,1396,1,6
124,6502,1,7
124,2350,1,8
124,1925,1,9
124,1341,1,10
124,1590,1,11
124,1581,1,12
124,6420,1,13
124,2616,1,14
124,6073,1,15
124,523,1,16
124,2698,1,17
124,6503,1,18
124,6504,1,19
124,4742,1,20
124,1393,1,21
124,6505,1,22
124,6506,1,23
124,4277,1,24
124,6507,1,25
124,6483,1,26
124,1059,1,27
124,1954,1,28
124,301,1,29
124,1021,1,30
124,2770,1,31
124,5534,1,32
124,2718,1,33
124,5536,1,34
124,6508,1,35
124,6509,1,36
124,6510,1,37
124,1934,1,38
124,2470,1,39
124,1001,1,40
124,2701,1,41
124,6511,1,42
124,6512,1,43
124,1414,1,44
124,6513,1,45
124,6514,1,46
124,1777,1,47
124,6515,1,48
124,313,1,49
124,6516,1,50
124,2423,1,51
124,939,1,52
124,4811,1,53
124,3153,1,54
124,2777,1,55
124,3158,1,56
124,6517,1,57
124,6518,1,58
124,6519,1,59
124,2700,1,60
124,6520,1,61
124,6453,1,62
124,3120,1,63
124,6521,1,64
124,6522,1,65
124,6523,1,66
124,6163,1,67
124,348,1,68
124,6524,1,69
124,3928,1,70
124,6497,1,71
124,2710,1,72
124,1356,1,73
124,1375,1,74
124,6049,1,75
124,363,1,76
124,1663,1,77
124,6416,1,78
124,4815,1,79
124,6525,1,80
124,6526,1,81
124,1886,1,82
124,1255,1,83
124,6527,1,84
124,1589,1,85
124,5570,1,86
124,6528,1,87
124,673,1,88
124,6529,1,89
124,6530,1,90
124,2782,1,91
124,6531,1,92
124,6532,1,93
124,6533,1,94
124,6534,1,95
124,1333,1,96
124,6535,1,97
124,3010,1,98
124,6536,1,99
124,2693,1,100
124,6537,1,101
124,6267,1,102
124,6538,1,103
124,6539,1,104
124,1648,1,105
124,1332,1,106
124,3926,1,107
124,6540,1,108
124,6541,1,109
124,1410,1,110
124,6126,1,111
124,6542,1,112
124,4624,1,113
124,4659,1,114
124,2478,1,115
124,1409,1,116
124,6543,1,117
124,2708,1,118
124,6544,1,119
124,6545,1,120
124,1335,1,121
124,6546,1,122
124,6547,1,123
124,1607,1,124
124,2781,1,125
124,6548,1,126
124,6412,1,127
124,524,1,128
124,6549,1,129
124,6550,1,130
124,6551,1,131
124,6405,1,132
124,6552,1,133
124,6553,1,134
124,6554,1,135
124,4081,1,136
124,6555,1,137
124,6556,1,138
124,2384,1,139
124,6557,1,140
124,1203,1,141
124,525,1,142
124,6558,1,143
124,6559,1,144
124,6560,1,145
124,2102,1,146
124,6561,1,147
124,6562,1,148
124,3061,1,149
124,389,1,150
124,6563,1,151
124,6564,1,152
124,6565,1,153
124,6566,1,154
124,6567,1,155
124,6568,1,156
124,6569,1,157
124,6570,1,158
124,1976,1,159
124,6571,1,160
124,6572,1,161
124,532,1,162
124,6573,1,163
124,6574,1,164
124,6512,1,165
124,6575,1,166
124,6576,1,167
124,1981,1,168
124,6577,1,169
124,5663,1,170
124,6578,1,171
124,545,1,172
124,1285,1,173
124,6579,1,174
124,2715,1,175
125,6580,1,0
125,6581,1,1
125,6582,1,2
125,2343,1,3
125,6583,1,4
125,6584,1,5
125,6075,1,6
125,3166,1,7
125,6585,1,8
125,6586,1,9
125,6587,1,10
125,6588,1,11
125,6589,1,12
125,6590,1,13
125,6591,1,14
125,6592,1,15
125,6593,1,16
125,6594,1,17
125,6595,1,18
125,6596,1,19
125,6597,1,20
125,6598,1,21
125,6599,1,22
125,6600,1,23
125,6601,1,24
125,6602,1,25
125,6603,1,26
125,6604,1,27
125,6605,1,28
125,6606,1,29
125,6607,1,30
125,6608,1,31
125,6609,1,32
125,6610,1,33
125,6611,1,34
125,6612,1,35
125,6613,1,36
125,6614,1,37
125,6615,1,38
125,6616,1,39
125,6617,1,40
125,6618,1,41
125,6619,1,42
125,6620,1,43
125,6621,1,44
125,6622,1,45
125,6623,1,46
125,6624,1,47
125,6625,1,48
125,6626,1,49
125,6627,1,50
125,6628,1,51
125,6629,1,52
126,6630,1,0
126,6631,1,1
126,6632,1,2
126,6633,1,3
126,6634,1,4
126,6635,1,5
126,6636,1,6
126,6637,1,7
126,6638,1,8
126,6639,1,9
126,6640,1,10
126,6641,1,11
126,6642,1,12
126,2685,1,13
126,6643,1,14
126,6644,1,15
126,6645,1,16
126,6646,1,17
126,6647,1,18
126,2689,1,19
126,6648,1,20
126,6649,1,21
126,6650,1,22
126,6651,1,23
126,6652,1,24
126,2687,1,25
126,6653,1,26
126,6654,1,27
126,6655,1,28
126,6656,1,29
126,2681,1,30
126,6657,1,31
126,6658,1,32
126,6659,1,33
126,6660,1,34
126,2682,1,35
126,6661,1,36
126,6662,1,37
126,6663,1,38
126,6664,1,39
126,6665,1,40
126,6666,1,41
126,6667,1,42
126,6668,1,43
126,6669,1,44
126,6670,1,45
126,6671,1,46
126,6672,1,47
126,6673,1,48
126,6674,1,49
127,1064,1,0
127,1828,1,1
127,4844,1,2
127,1936,1,3
127,6675,1,4
127,6676,1,5
127,5924,1,6
127,6677,1,7
127,6678,1,8
127,2615,1,9
127,2616,1,10
127,1654,1,11
127,1828,1,12
127,6679,1,13
127,6680,1,14
127,6681,1,15
127,6682,1,16
127,6683,1,17
127,6684,1,18
127,1642,1,19
127,6685,1,20
127,6686,1,21
127,6687,1,22
127,6688,1,23
127,1409,1,24
127,389,1,25
128,6689,1,0
128,12,1,1
128,6690,1,2
128,5565,1,3
128,6691,1,4
128,6692,1,5
128,6693,1,6
128,6694,1,7
128,6349,1,8
128,6695,1,9
128,6696,1,10
128,2147,1,11
128,6697,1,12
128,5912,1,13
128,6698,1,14
128,2028,1,15
128,4768,1,16
128,6699,1,17
129,6700,1,0
129,4433,1,1
129,51,1,2
129,3129,1,3
129,4426,1,4
129,6701,1,5
129,6702,1,6
129,4396,1,7
129,6703,1,8
129,6704,1,9
129,6705,1,10
129,6706,1,11
129,2712,1,12
129,6707,1,13
129,6708,1,14
129,6709,1,15
129,2150,1,16
129,6710,1,17
129,6711,1,18
129,6019,1,19
129,6703,1,20
129,2163,1,21
129,3312,1,22
129,6712,1,23
129,841,1,24
129,6713,1,25
129,4443,1,26
129,1774,1,27
129,6714,1,28
129,6715,1,29
129,6716,1,30
129,6359,1,31
129,6717,1,32
129,6718,1,33
129,744,1,34
129,6719,1,35
129,4394,1,36
129,6720,1,37
129,6721,1,38
129,6722,1,39
129,6723,1,40
129,6724,1,41
129,2501,1,42
129,6725,1,43
129,6726,1,44
129,2614,1,45
129,6727,1,46
129,2472,1,47
129,3309,1,48
129,6728,1,49
129,6729,1,50
129,6730,1,51
129,6731,1,52
129,44,1,53
129,6732,1,54
129,5564,1,55
129,6733,1,56
129,6734,1,57
129,6735,1,58
129,6736,1,59
129,6737,1,60
129,6738,1,61
129,6739,1,62
129,6740,1,63
129,2489,1,64
129,782,1,65
129,6741,1,66
129,806,1,67
129,331,1,68
129,5555,1,69
129,2733,1,70
129,6742,1,71
129,6743,1,72
129,6744,1,73
129,6088,1,74
129,290,1,75
129,4641,1,76
129,2494,1,77
129,4680,1,78
129,6701,1,79
129,6745,1,80
129,6746,1,81
129,5414,1,82
129,6747,1,83
129,793,1,84
129,23,1,85
129,6681,1,86
129,6748,1,87
129,2471,1,88
129,284,1,89
129,3313,1,90
129,977,1,91
129,6749,1,92
129,6750,1,93
130,6751,1,0
130,6752,1,1
130,6753,1,2
130,6754,1,3
130,6755,1,4
130,6756,1,5
130,3043,1,6
130,6757,1,7
130,6758,1,8
130,6759,1,9
130,6760,1,10
130,6761,1,11
130,6762,1,12
130,6763,1,13
130,6764,1,14
130,6765,1,15
130,6766,1,16
130,6767,1,17
130,6768,1,18
130,6769,1,19
130,6770,1,20
130,6771,1,21
130,6772,1,22
130,6773,1,23
130,6774,1,24
130,6775,1,25
130,6776,1,26
130,6777,1,27
130,6778,1,28
130,6779,1,29
130,6780,1,30
130,651,1,31
130,6781,1,32
130,462,1,33
130,6782,1,34
130,6783,1,35
130,6784,1,36
130,6785,1,37
130,6786,1,38
130,6787,1,39
130,6788,1,40
130,6789,1,41
130,6790,1,42
130,6791,1,43
130,6792,1,44
130,6793,1,45
130,6794,1,46
130,6795,1,47
130,6796,1,48
130,6797,1,49
130,6798,1,50
130,6799,1,51
130,6800,1,52
130,6801,1,53
130,6802,1,54
130,6803,1,55
130,6804,1,56
130,6805,1,57
130,2397,1,58
130,1246,1,59
130,6806,1,60
130,6807,1,61
130,6808,1,62
130,6809,1,63
130,6810,1,64
130,6811,1,65
130,6812,1,66
130,6813,1,67
130,6814,1,68
130,3525,1,69
130,6815,1,70
130,6816,1,71
130,6817,1,72
130,6818,1,73
130,6819,1,74
130,6820,1,75
130,404,1,76
130,6821,1,77
130,6822,1,78
130,6823,1,79
130,6824,1,80
130,6825,1,81
130,6826,1,82
130,6827,1,83
130,6828,1,84
130,6829,1,85
130,6830,1,86
130,6831,1,87
130,6832,1,88
130,6833,1,89
130,6834,1,90
130,6835,1,91
130,6836,1,92
130,6837,1,93
130,930,1,94
130,6838,1,95
130,6839,1,96
130,4725,1,97
130,6840,1,98
130,6841,1,99
130,6842,1,100
130,6843,1,101
130,6844,1,102
130,4652,1,103
130,6845,1,104
130,6846,1,105
130,6847,1,106
130,6848,1,107
130,6849,1,108
130,6711,1,109
130,6850,1,110
130,6851,1,111
130,1201,1,112
130,6852,1,113
130,6853,1,114
130,6854,1,115
130,6855,1,116
130,6856,1,117
130,6857,1,118
130,6858,1,119
130,6859,1,120
130,6860,1,121
130,6861,1,122
130,6862,1,123
130,6863,1,124
130,6864,1,125
130,6865,1,126
130,6866,1,127
130,6867,1,128
130,1399,1,129
130,2419,1,130
130,6868,1,131
130,6869,1,132
130,3169,1,133
130,6870,1,134
130,6871,1,135
130,6872,1,136
130,6873,1,137
130,6874,1,138
130,6875,1,139
130,6876,1,140
130,6877,1,141
130,576,1,142
130,6878,1,143
130,6879,1,144
130,5980,1,145
130,6880,1,146
130,6881,1,147
130,6882,1,148
130,1217,1,149
130,1711,1,150
130,1712,1,151
130,6883,1,152
130,1334,1,153
130,6884,1,154
130,3544,1,155
130,6885,1,156
130,1355,1,157
130,3156,1,158
130,6886,1,159
130,6887,1,160
130,6888,1,161
130,1022,1,162
130,6889,1,163
130,3542,1,164
130,6890,1,165
130,2778,1,166
130,6891,1,167
130,6892,1,168
130,3123,1,169
130,6893,1,170
130,1345,1,171
130,5987,1,172
130,6894,1,173
130,6895,1,174
130,6896,1,175
130,6897,1,176
130,6411,1,177
130,4166,1,178
130,1708,1,179
130,1707,1,180
130,6010,1,181
130,6898,1,182
130,6899,1,183
130,6900,1,184
130,6901,1,185
130,6902,1,186
130,4161,1,187
130,6903,1,188
130,6904,1,189
130,3192,1,190
130,1363,1,191
130,6905,1,192
130,6906,1,193
130,6907,1,194
130,6908,1,195
130,6909,1,196
130,6910,1,197
130,6911,1,198
130,6912,1,199
130,6913,1,200
130,6914,1,201
130,4716,1,202
130,6915,1,203
130,2367,1,204
131,2398,1,0
131,1359,1,1
131,75,1,2
131,6916,1,3
131,4621,1,4
131,2501,1,5
131,6917,1,6
131,1774,1,7
131,2013,1,8
131,330,1,9
131,5979,1,10
131,6918,1,11
131,2000,1,12
131,2500,1,13
131,4066,1,14
131,1027,1,15
131,4620,1,16
131,6919,1,17
131,5693,1,18
131,2502,1,19
131,459,1,20
131,6920,1,21
131,6921,1,22
131,6922,1,23
131,6052,1,24
131,2422,1,25
131,6923,1,26
131,6924,1,27
131,6925,1,28
131,1978,1,29
131,936,1,30
131,2448,1,31
131,6705,1,32
131,3304,1,33
131,1008,1,34
131,338,1,35
131,2477,1,36
131,1982,1,37
131,4102,1,38
131,6926,1,39
131,6927,1,40
131,2496,1,41
131,1990,1,42
131,1988,1,43
131,2003,1,44
131,6928,1,45
131,2481,1,46
131,6929,1,47
131,38,1,48
131,1015,1,49
131,1984,1,50
131,1974,1,51
131,6930,1,52
131,6931,1,53
131,6039,1,54
131,12,1,55
131,28,1,56
131,6733,1,57
131,3310,1,58
131,3021,1,59
131,6932,1,60
131,6933,1,61
131,3309,1,62
131,6934,1,63
131,719,1,64
131,704,1,65
131,5524,1,66
131,4230,1,67
131,2451,1,68
131,4680,1,69
131,2510,1,70
131,2645,1,71
131,6935,1,72
131,1179,1,73
131,6936,1,74
131,6937,1,75
131,4658,1,76
131,448,1,77
131,460,1,78
131,455,1,79
131,6938,1,80
131,6939,1,81
131,6881,1,82
131,6940,1,83
131,6284,1,84
131,6941,1,85
131,6419,1,86
131,6262,1,87
131,6942,1,88
131,6943,1,89
131,5987,1,90
131,1980,1,91
131,1322,1,92
131,6474,1,93
131,6944,1,94
131,6945,1,95
131,6946,1,96
131,1710,1,97
131,2472,1,98
132,6947,1,0
132,6948,1,1
132,6949,1,2
132,6950,1,3
132,6951,1,4
132,6952,1,5
132,6953,1,6
132,6954,1,7
132,6955,1,8
132,6311,1,9
133,6956,1,0
133,6957,1,1
133,6958,1,2
133,6959,1,3
133,6960,1,4
133,6961,1,5
133,6962,1,6
133,6963,1,7
133,6964,1,8
133,6965,1,9
133,6966,1,10
133,1700,1,11
133,6967,1,12
133,6968,1,13
133,6969,1,14
133,6970,1,15
133,391,1,16
133,6971,1,17
133,6972,1,18
133,6973,1,19
134,6974,1,0
134,937,1,1
134,3068,1,2
134,6975,1,3
134,6976,1,4
134,4250,1,5
134,6977,1,6
134,1373,1,7
134,6932,1,8
134,6978,1,9
134,2781,1,10
134,3083,1,11
134,6979,1,12
134,6980,1,13
134,6981,1,14
134,6982,1,15
134,3080,1,16
134,339,1,17
134,2135,1,18
134,1340,1,19
134,6983,1,20
134,6984,1,21
134,6985,1,22
134,6986,1,23
134,5934,1,24
134,6987,1,25
134,1978,1,26
134,6988,1,27
134,6989,1,28
134,561,1,29
134,6990,1,30
134,6991,1,31
134,6992,1,32
134,6171,1,33
134,958,1,34
134,6993,1,35
134,6994,1,36
134,4102,1,37
134,6995,1,38
134,3119,1,39
134,543,1,40
134,5924,1,41
134,2644,1,42
134,2169,1,43
134,6996,1,44
134,2743,1,45
134,6997,1,46
134,6998,1,47
134,6999,1,48
134,2744,1,49
134,7000,1,50
134,2712,1,51
134,3120,1,52
134,7001,1,53
134,1331,1,54
134,2742,1,55
134,3142,1,56
134,3150,1,57
134,6441,1,58
134,1342,1,59
134,6054,1,60
134,4087,1,61
134,7002,1,62
134,7003,1,63
134,7004,1,64
134,7005,1,65
134,7006,1,66
134,7007,1,67
134,7008,1,68
134,5566,1,69
134,7009,1,70
134,7010,1,71
134,7011,1,72
134,2136,1,73
134,7012,1,74
134,7013,1,75
134,7014,1,76
134,7015,1,77
134,946,1,78
134,5682,1,79
134,2979,1,80
134,945,1,81
134,4737,1,82
134,6734,1,83
134,7016,1,84
134,5527,1,85
134,6708,1,86
134,7017,1,87
134,7018,1,88
134,7019,1,89
134,1992,1,90
134,4066,1,91
134,1983,1,92
134,7020,1,93
134,6730,1,94
134,7021,1,95
134,7022,1,96
134,7023,1,97
134,7024,1,98
134,7025,1,99
134,7026,1,100
134,7027,1,101
134,7028,1,102
134,7029,1,103
134,1982,1,104
134,7030,1,105
134,1366,1,106
134,2004,1,107
134,7031,1,108
134,2119,1,109
134,1711,1,110
134,7032,1,111
134,6418,1,112
134,7033,1,113
134,7034,1,114
134,7035,1,115
134,382,1,116
134,6942,1,117
134,7036,1,118
134,7037,1,119
134,7038,1,120
134,7039,1,121
134,7040,1,122
134,350,1,123
134,7041,1,124
134,7042,1,125
134,7043,1,126
134,6483,1,127
134,2709,1,128
134,7044,1,129
134,7045,1,130
134,719,1,131
134,7046,1,132
134,3309,1,133
134,7047,1,134
134,948,1,135
134,2667,1,136
134,7048,1,137
134,6033,1,138
134,7049,1,139
134,2366,1,140
134,7050,1,141
134,7051,1,142
134,383,1,143
134,2363,1,144
134,938,1,145
134,7052,1,146
134,7053,1,147
134,7054,1,148
134,7055,1,149
134,457,1,150
134,7056,1,151
134,1925,1,152
134,4753,1,153
134,7057,1,154
134,539,1,155
134,6419,1,156
134,7058,1,157
134,7059,1,158
134,7060,1,159
134,7061,1,160
134,7062,1,161
134,7063,1,162
134,7064,1,163
134,7065,1,164
134,7066,1,165
134,7067,1,166
134,7068,1,167
134,7069,1,168
134,7070,1,169
134,7071,1,170
134,7072,1,171
134,7073,1,172
134,2486,1,173
134,7074,1,174
134,4844,1,175
134,2767,1,176
134,7075,1,177
134,7076,1,178
134,7077,1,179
134,7078,1,180
134,362,1,181
134,7079,1,182
134,7080,1,183
134,2381,1,184
134,7081,1,185
134,523,1,186
134,7082,1,187
134,7083,1,188
134,7084,1,189
134,7085,1,190
134,7086,1,191
134,7087,1,192
134,7088,1,193
134,7089,1,194
134,7090,1,195
134,7091,1,196
134,7092,1,197
134,7093,1,198
134,1944,1,199
134,301,1,200
134,7094,1,201
134,7095,1,202
134,1782,1,203
134,391,1,204
134,6048,1,205
134,7096,1,206
134,7097,1,207
134,7098,1,208
134,7099,1,209
134,7100,1,210
134,6060,1,211
134,7101,1,212
134,6682,1,213
134,6321,1,214
134,7102,1,215
134,2719,1,216
134,1980,1,217
134,7103,1,218
134,5556,1,219
134,7104,1,220
134,7105,1,221
134,7106,1,222
134,7107,1,223
134,2762,1,224
134,7108,1,225
134,7109,1,226
134,7110,1,227
134,7107,1,228
134,7111,1,229
134,7112,1,230
134,7113,1,231
134,6395,1,232
135,7114,1,0
135,7115,1,1
135,7116,1,2
135,759,1,3
135,7117,1,4
135,7118,1,5
135,753,1,6
135,2484,1,7
135,2482,1,8
135,3087,1,9
135,7119,1,10
135,7120,1,11
135,772,1,12
135,785,1,13
135,799,1,14
135,7121,1,15
135,808,1,16
135,7122,1,17
135,7123,1,18
135,281,1,19
135,7124,1,20
135,747,1,21
135,7125,1,22
135,7126,1,23
135,797,1,24
135,812,1,25
135,7127,1,26
135,776,1,27
135,777,1,28
135,7128,1,29
135,7129,1,30
135,7130,1,31
135,7131,1,32
135,7132,1,33
135,7133,1,34
135,819,1,35
135,806,1,36
135,7134,1,37
135,7135,1,38
135,726,1,39
135,7136,1,40
135,373,1,41
135,7137,1,42
135,7138,1,43
135,7139,1,44
135,7140,1,45
135,7141,1,46
135,786,1,47
135,2494,1,48
135,793,1,49
135,801,1,50
135,7142,1,51
135,740,1,52
136,6827,1,0
136,1358,1,1
136,7143,1,2
136,7144,1,3
136,7145,1,4
136,7146,1,5
136,7147,1,6
